date,restaurant_id,dish_id,dish_name,category,price,unit_cost,promotion,day_of_week,holiday,temperature,rainfall,units_prepared,units_sold,units_wasted,waste_reason,opening_inventory,closing_inventory
2026-04-01,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,36.3,0.0,38,30,8,overproduction,0,0
2026-04-01,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,36.3,0.0,47,46,1,prep_error,0,0
2026-04-01,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,36.3,0.0,120,93,27,overproduction,0,0
2026-04-02,R001,D01,Biryani,Main,180,80,0,Thursday,0,35.1,0.0,75,68,7,expiry,0,0
2026-04-02,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,35.1,0.0,54,42,14,overproduction,2,0
2026-04-02,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,35.1,0.0,37,29,8,expiry,0,0
2026-04-02,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,35.1,0.0,49,42,7,overproduction,0,0
2026-04-02,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,35.1,0.0,130,92,38,overproduction,0,0
2026-04-03,R001,D01,Biryani,Main,180,80,0,Friday,0,36.3,0.0,95,81,14,expiry,0,0
2026-04-03,R001,D02,Paneer Butter Masala,Main,220,95,1,Friday,0,36.3,0.0,61,59,2,expiry,0,0
2026-04-03,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,36.3,0.0,36,31,5,expiry,0,0
2026-04-03,R001,D04,Veg Fried Rice,Main,150,55,1,Friday,0,36.3,0.0,51,51,0,none,0,0
2026-04-03,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,36.3,0.0,150,108,42,overproduction,0,0
2026-04-04,R001,D01,Biryani,Main,180,80,0,Saturday,0,33.7,0.0,115,101,16,overproduction,2,0
2026-04-04,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,33.7,0.0,71,47,24,overproduction,0,0
2026-04-04,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,33.7,0.0,44,37,7,overproduction,0,0
2026-04-04,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,33.7,0.0,57,44,15,prep_error,2,0
2026-04-04,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,33.7,0.0,160,122,38,overproduction,0,0
2026-04-05,R001,D01,Biryani,Main,180,80,0,Sunday,0,33.1,0.0,105,89,16,prep_error,0,0
2026-04-05,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,33.1,0.0,66,50,16,overproduction,0,0
2026-04-05,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,33.1,0.0,47,37,10,expiry,0,0
2026-04-05,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,33.1,0.0,54,35,21,overproduction,2,0
2026-04-05,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,33.1,0.0,150,119,31,expiry,0,0
2026-04-06,R001,D01,Biryani,Main,180,80,0,Monday,0,36.9,0.0,70,57,13,overproduction,0,0
2026-04-06,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,36.9,0.0,50,39,11,overproduction,0,0
2026-04-06,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,36.9,0.0,41,33,12,overproduction,4,0
2026-04-06,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,36.9,0.0,46,33,15,expiry,2,0
2026-04-06,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,36.9,0.0,110,84,26,overproduction,0,0
2026-04-07,R001,D01,Biryani,Main,180,80,0,Tuesday,0,35.2,29.099746618946753,70,53,17,expiry,0,0
2026-04-07,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,35.2,29.099746618946753,51,28,27,other,4,0
2026-04-07,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,35.2,29.099746618946753,39,33,10,overproduction,4,0
2026-04-07,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,35.2,29.099746618946753,47,29,22,prep_error,4,0
2026-04-07,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,35.2,29.099746618946753,110,76,34,overproduction,0,0
2026-04-08,R001,D01,Biryani,Main,180,80,0,Wednesday,0,34.2,11.31960890611875,75,46,29,overproduction,0,0
2026-04-08,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,34.2,11.31960890611875,50,42,12,expiry,4,0
2026-04-08,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,34.2,11.31960890611875,38,28,10,other,0,0
2026-04-08,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,34.2,11.31960890611875,47,36,11,overproduction,0,0
2026-04-08,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,34.2,11.31960890611875,120,81,39,expiry,0,0
2026-04-09,R001,D01,Biryani,Main,180,80,0,Thursday,0,35.2,28.61103900791031,80,53,27,overproduction,0,0
2026-04-09,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,35.2,28.61103900791031,50,33,19,prep_error,2,0
2026-04-09,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,35.2,28.61103900791031,37,30,7,overproduction,0,0
2026-04-09,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,35.2,28.61103900791031,46,30,18,expiry,2,0
2026-04-09,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,35.2,28.61103900791031,120,88,34,overproduction,2,0
2026-04-10,R001,D01,Biryani,Main,180,80,0,Friday,0,35.0,23.308654580448124,90,57,33,overproduction,0,0
2026-04-10,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,35.0,23.308654580448124,55,35,20,overproduction,0,0
2026-04-10,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,35.0,23.308654580448124,36,29,7,overproduction,0,0
2026-04-10,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,35.0,23.308654580448124,46,26,22,overproduction,2,0
2026-04-10,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,35.0,23.308654580448124,130,91,41,overproduction,2,0
2026-04-11,R001,D01,Biryani,Main,180,80,0,Saturday,0,37.1,18.929149832754142,105,62,43,overproduction,0,0
2026-04-11,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,37.1,18.929149832754142,56,40,16,expiry,0,0
2026-04-11,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,37.1,18.929149832754142,42,33,11,other,2,0
2026-04-11,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,37.1,18.929149832754142,45,28,19,overproduction,2,0
2026-04-11,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,37.1,18.929149832754142,140,101,39,overproduction,0,0
2026-04-12,R001,D01,Biryani,Main,180,80,0,Sunday,1,38.0,0.0,90,90,0,none,0,0
2026-04-12,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,1,38.0,0.0,52,52,0,none,0,0
2026-04-12,R001,D03,Dal Tadka,Side,120,38,0,Sunday,1,38.0,0.0,45,45,0,none,0,0
2026-04-12,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,1,38.0,0.0,39,41,0,none,2,0
2026-04-12,R001,D05,Butter Naan,Bread,45,12,0,Sunday,1,38.0,0.0,130,128,6,expiry,4,0
2026-04-13,R001,D01,Biryani,Main,180,80,0,Monday,0,38.7,0.0,60,53,7,expiry,0,0
2026-04-13,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,38.7,0.0,41,31,10,expiry,0,0
2026-04-13,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,38.7,0.0,42,32,10,overproduction,0,0
2026-04-13,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,38.7,0.0,35,34,1,overproduction,0,0
2026-04-13,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,38.7,0.0,100,83,17,overproduction,0,0
2026-04-14,R001,D01,Biryani,Main,180,80,0,Tuesday,0,38.9,0.0,60,50,10,expiry,0,0
2026-04-14,R001,D02,Paneer Butter Masala,Main,220,95,1,Tuesday,0,38.9,0.0,40,40,0,none,0,0
2026-04-14,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,38.9,0.0,39,31,8,overproduction,0,0
2026-04-14,R001,D04,Veg Fried Rice,Main,150,55,1,Tuesday,0,38.9,0.0,36,38,0,none,2,0
2026-04-14,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,38.9,0.0,100,74,26,expiry,0,0
2026-04-15,R001,D01,Biryani,Main,180,80,0,Wednesday,0,38.9,0.0,60,55,5,overproduction,0,0
2026-04-15,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,38.9,0.0,43,43,0,none,0,0
2026-04-15,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,38.9,0.0,38,32,6,overproduction,0,0
2026-04-15,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,38.9,0.0,39,39,0,none,0,0
2026-04-15,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,38.9,0.0,110,84,30,prep_error,4,0
2026-04-16,R001,D01,Biryani,Main,180,80,0,Thursday,0,37.6,0.0,65,57,8,overproduction,0,0
2026-04-16,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,37.6,0.0,45,36,11,overproduction,2,0
2026-04-16,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,37.6,0.0,37,28,9,expiry,0,0
2026-04-16,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,37.6,0.0,40,38,2,prep_error,0,0
2026-04-16,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,37.6,0.0,110,92,18,overproduction,0,0
2026-04-17,R001,D01,Biryani,Main,180,80,0,Friday,0,37.2,0.0,80,73,9,expiry,2,0
2026-04-17,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,37.2,0.0,51,43,8,expiry,0,0
2026-04-17,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,37.2,0.0,36,29,7,other,0,0
2026-04-17,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,37.2,0.0,44,37,9,expiry,2,0
2026-04-17,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,37.2,0.0,130,108,22,prep_error,0,0
2026-04-18,R001,D01,Biryani,Main,180,80,0,Saturday,0,36.0,0.0,100,98,2,prep_error,0,0
2026-04-18,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,36.0,0.0,59,48,11,overproduction,0,0
2026-04-18,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,36.0,0.0,43,34,13,overproduction,4,0
2026-04-18,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,36.0,0.0,49,38,11,overproduction,0,0
2026-04-18,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,36.0,0.0,140,102,38,expiry,0,0
2026-04-19,R001,D01,Biryani,Main,180,80,0,Sunday,0,40.1,0.0,100,70,32,expiry,2,0
2026-04-19,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,40.1,0.0,57,46,11,overproduction,0,0
2026-04-19,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,40.1,0.0,47,35,12,prep_error,0,0
2026-04-19,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,40.1,0.0,48,36,12,expiry,0,0
2026-04-19,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,40.1,0.0,140,104,36,overproduction,0,0
2026-04-20,R001,D01,Biryani,Main,180,80,0,Monday,0,38.4,7.684424752877784,65,43,22,expiry,0,0
2026-04-20,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,38.4,7.684424752877784,43,28,17,overproduction,2,0
2026-04-20,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,38.4,7.684424752877784,40,30,12,other,2,0
2026-04-20,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,38.4,7.684424752877784,41,25,20,expiry,4,0
2026-04-20,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,38.4,7.684424752877784,100,69,33,overproduction,2,0
2026-04-21,R001,D01,Biryani,Main,180,80,0,Tuesday,0,38.2,31.11910822747312,65,43,22,prep_error,0,0
2026-04-21,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,38.2,31.11910822747312,44,31,13,overproduction,0,0
2026-04-21,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,38.2,31.11910822747312,38,30,8,overproduction,0,0
2026-04-21,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,38.2,31.11910822747312,41,30,13,overproduction,2,0
2026-04-21,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,38.2,31.11910822747312,100,70,34,overproduction,4,0
2026-04-22,R001,D01,Biryani,Main,180,80,0,Wednesday,0,40.7,23.432335340553056,65,49,16,other,0,0
2026-04-22,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,40.7,23.432335340553056,43,38,5,other,0,0
2026-04-22,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,40.7,23.432335340553056,36,33,3,overproduction,0,0
2026-04-22,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,40.7,23.432335340553056,41,38,7,overproduction,4,0
2026-04-22,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,40.7,23.432335340553056,100,89,11,expiry,0,0
2026-04-23,R001,D01,Biryani,Main,180,80,0,Thursday,0,37.7,26.53410475608532,70,53,17,prep_error,0,0
2026-04-23,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,37.7,26.53410475608532,44,39,5,overproduction,0,0
2026-04-23,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,37.7,26.53410475608532,35,29,6,overproduction,0,0
2026-04-23,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,37.7,26.53410475608532,41,30,15,other,4,0
2026-04-23,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,37.7,26.53410475608532,110,84,26,overproduction,0,0
2026-04-24,R001,D01,Biryani,Main,180,80,0,Friday,0,40.4,6.5969503345782705,80,66,14,overproduction,0,0
2026-04-24,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,40.4,6.5969503345782705,51,36,19,expiry,4,0
2026-04-24,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,40.4,6.5969503345782705,34,28,10,prep_error,4,0
2026-04-24,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,40.4,6.5969503345782705,42,39,3,overproduction,0,0
2026-04-24,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,40.4,6.5969503345782705,120,106,18,overproduction,4,0
2026-04-25,R001,D01,Biryani,Main,180,80,0,Saturday,0,39.8,0.0,95,87,8,overproduction,0,0
2026-04-25,R001,D02,Paneer Butter Masala,Main,220,95,1,Saturday,0,39.8,0.0,55,55,0,none,0,0
2026-04-25,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,39.8,0.0,41,41,0,none,0,0
2026-04-25,R001,D04,Veg Fried Rice,Main,150,55,1,Saturday,0,39.8,0.0,45,47,0,none,2,0
2026-04-25,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,39.8,0.0,140,120,24,prep_error,4,0
2026-04-26,R001,D01,Biryani,Main,180,80,0,Sunday,0,37.9,0.0,85,82,3,other,0,0
2026-04-26,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,37.9,0.0,53,44,9,overproduction,0,0
2026-04-26,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,37.9,0.0,46,44,2,overproduction,0,0
2026-04-26,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,37.9,0.0,44,44,0,none,0,0
2026-04-26,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,37.9,0.0,130,130,0,none,0,0
2026-04-27,R001,D01,Biryani,Main,180,80,0,Monday,0,39.4,0.0,60,56,6,overproduction,2,0
2026-04-27,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,39.4,0.0,41,41,0,none,0,0
2026-04-27,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,39.4,0.0,43,37,6,overproduction,0,0
2026-04-27,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,39.4,0.0,40,39,3,overproduction,2,0
2026-04-27,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,39.4,0.0,100,97,3,overproduction,0,0
2026-04-28,R001,D01,Biryani,Main,180,80,0,Tuesday,0,41.1,0.0,65,63,2,overproduction,0,0
2026-04-28,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,41.1,0.0,44,35,13,overproduction,4,0
2026-04-28,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,41.1,0.0,41,39,2,expiry,0,0
2026-04-28,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,41.1,0.0,43,38,7,other,2,0
2026-04-28,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,41.1,0.0,110,78,32,other,0,0
2026-04-29,R001,D01,Biryani,Main,180,80,0,Wednesday,0,40.9,0.0,70,60,10,overproduction,0,0
2026-04-29,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,40.9,0.0,45,45,0,none,0,0
2026-04-29,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,40.9,0.0,42,36,6,overproduction,0,0
2026-04-29,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,40.9,0.0,46,45,1,prep_error,0,0
2026-04-29,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,40.9,0.0,120,97,23,expiry,0,0
2026-04-30,R001,D01,Biryani,Main,180,80,0,Thursday,0,42.0,0.0,75,61,14,overproduction,0,0
2026-04-30,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,42.0,0.0,48,41,7,overproduction,0,0
2026-04-30,R001,D03,Dal Tadka,Side,120,38,0,Thursday,0,42.0,0.0,41,29,12,overproduction,0,0
2026-04-30,R001,D04,Veg Fried Rice,Main,150,55,0,Thursday,0,42.0,0.0,48,39,9,overproduction,0,0
2026-04-30,R001,D05,Butter Naan,Bread,45,12,0,Thursday,0,42.0,0.0,120,101,19,prep_error,0,0
2026-05-01,R001,D01,Biryani,Main,180,80,0,Friday,0,40.3,0.0,90,85,9,overproduction,4,0
2026-05-01,R001,D02,Paneer Butter Masala,Main,220,95,0,Friday,0,40.3,0.0,55,51,6,overproduction,2,0
2026-05-01,R001,D03,Dal Tadka,Side,120,38,0,Friday,0,40.3,0.0,40,30,10,overproduction,0,0
2026-05-01,R001,D04,Veg Fried Rice,Main,150,55,0,Friday,0,40.3,0.0,52,51,1,overproduction,0,0
2026-05-01,R001,D05,Butter Naan,Bread,45,12,0,Friday,0,40.3,0.0,140,108,34,overproduction,2,0
2026-05-02,R001,D01,Biryani,Main,180,80,0,Saturday,0,44.9,0.0,110,98,14,overproduction,2,0
2026-05-02,R001,D02,Paneer Butter Masala,Main,220,95,0,Saturday,0,44.9,0.0,64,49,15,overproduction,0,0
2026-05-02,R001,D03,Dal Tadka,Side,120,38,0,Saturday,0,44.9,0.0,48,42,6,overproduction,0,0
2026-05-02,R001,D04,Veg Fried Rice,Main,150,55,0,Saturday,0,44.9,0.0,58,37,21,overproduction,0,0
2026-05-02,R001,D05,Butter Naan,Bread,45,12,0,Saturday,0,44.9,0.0,160,112,48,overproduction,0,0
2026-05-03,R001,D01,Biryani,Main,180,80,0,Sunday,0,38.5,0.0,105,80,27,overproduction,2,0
2026-05-03,R001,D02,Paneer Butter Masala,Main,220,95,0,Sunday,0,38.5,0.0,60,54,6,overproduction,0,0
2026-05-03,R001,D03,Dal Tadka,Side,120,38,0,Sunday,0,38.5,0.0,52,43,9,overproduction,0,0
2026-05-03,R001,D04,Veg Fried Rice,Main,150,55,0,Sunday,0,38.5,0.0,53,40,13,overproduction,0,0
2026-05-03,R001,D05,Butter Naan,Bread,45,12,0,Sunday,0,38.5,0.0,150,131,19,expiry,0,0
2026-05-04,R001,D01,Biryani,Main,180,80,0,Monday,0,39.4,0.0,70,47,27,overproduction,4,0
2026-05-04,R001,D02,Paneer Butter Masala,Main,220,95,0,Monday,0,39.4,0.0,48,41,7,overproduction,0,0
2026-05-04,R001,D03,Dal Tadka,Side,120,38,0,Monday,0,39.4,0.0,47,35,12,overproduction,0,0
2026-05-04,R001,D04,Veg Fried Rice,Main,150,55,0,Monday,0,39.4,0.0,46,34,12,overproduction,0,0
2026-05-04,R001,D05,Butter Naan,Bread,45,12,0,Monday,0,39.4,0.0,110,70,44,overproduction,4,0
2026-05-05,R001,D01,Biryani,Main,180,80,0,Tuesday,0,39.9,0.0,70,59,11,other,0,0
2026-05-05,R001,D02,Paneer Butter Masala,Main,220,95,0,Tuesday,0,39.9,0.0,49,39,10,overproduction,0,0
2026-05-05,R001,D03,Dal Tadka,Side,120,38,0,Tuesday,0,39.9,0.0,44,34,10,prep_error,0,0
2026-05-05,R001,D04,Veg Fried Rice,Main,150,55,0,Tuesday,0,39.9,0.0,46,43,3,expiry,0,0
2026-05-05,R001,D05,Butter Naan,Bread,45,12,0,Tuesday,0,39.9,0.0,110,99,11,overproduction,0,0
2026-05-06,R001,D01,Biryani,Main,180,80,0,Wednesday,0,37.9,0.0,75,59,16,overproduction,0,0
2026-05-06,R001,D02,Paneer Butter Masala,Main,220,95,1,Wednesday,0,37.9,0.0,50,39,11,overproduction,0,0
2026-05-06,R001,D03,Dal Tadka,Side,120,38,0,Wednesday,0,37.9,0.0,41,29,12,overproduction,0,0
2026-05-06,R001,D04,Veg Fried Rice,Main,150,55,1,Wednesday,0,37.9,0.0,49,48,1,overproduction,0,0
2026-05-06,R001,D05,Butter Naan,Bread,45,12,0,Wednesday,0,37.9,0.0,120,85,35,expiry,0,0
2026-05-07,R001,D01,Biryani,Main,180,80,0,Thursday,0,41.6,26.937964395737918,75,52,23,overproduction,0,0
2026-05-07,R001,D02,Paneer Butter Masala,Main,220,95,0,Thursday,0,41.6,26.937964395737918,51,28,27,expiry,4,0
